Message_Id,Movement_Type,Acid,AC_Type,IFR_VFR,Departure Airport,Departure Runway,Departure Date UTC,Arrival Airport,Arrival Runway,Arrival Date UTC,Civil Registration,Comments,Service Type,Site Code,Class
66815856,D,JZA854,CRJ2,I ,CYOW,32,09/05/2017 14:35,KEWR,0,09/05/2017 14:35,CFEJA,,ATC,CYOW,I
66815840,A,JZA45,CRJ2,I ,KBOS,0,09/05/2017 14:34,CYOW,32,09/05/2017 14:34,CGMJA,,ATC,CYOW,I
66815723,O,LF4,A139,V ,CYOW,88A,09/05/2017 14:20,CYOW,88A,09/05/2017 14:20,CGYNH,BOOMER,ATC,CYOW,O
66815722,D,LF4,A139,V ,CYOW,60,09/05/2017 14:20,CYOW,60,09/05/2017 14:20,CGYNH,BOOMER,ATC,CYOW,I
66815482,A,CFVZN,C172,V ,CYOW,0,09/05/2017 14:11,CYOW,22,09/05/2017 14:11,CFVZN,PA  030,ATC,CYOW,I
66815380,D,WEN3461,DH8D,I ,CYOW,32,09/05/2017 14:08,CYYZ,0,09/05/2017 14:08,CGKWE,,ATC,CYOW,I
66815408,A,CGCOH,C172,V ,CYOW,0,09/05/2017 14:08,CYOW,22,09/05/2017 14:08,CGCOH,CYRP 020,ATC,CYOW,I
66815356,A,WEN3462,DH8D,I ,CYYZ,0,09/05/2017 14:07,CYOW,32,09/05/2017 14:07,CGWEJ,,ATC,CYOW,I
66815264,D,ACA447,A320,I ,CYOW,32,09/05/2017 14:05,CYYZ,0,09/05/2017 14:05,CFDCA,TCAS,ATC,CYOW,I
66815307,A,CFSCO,C172,V ,CYOW,0,09/05/2017 14:04,CYOW,22,09/05/2017 14:04,CFSCO,PA  030,ATC,CYOW,I
66815220,D,CGFXL,C150,V ,CYOW,22,09/05/2017 13:59,CYOW,0,09/05/2017 13:59,CGFXL,417/7 SPLIT  030,ATC,CYOW,I
66815217,D,CFTMM,C150,V ,CYOW,22,09/05/2017 13:56,CYOW,0,09/05/2017 13:56,CFTMM,PA  030,ATC,CYOW,I
66815125,A,POE215,DH8D,I ,CYTZ,0,09/05/2017 13:54,CYOW,32,09/05/2017 13:54,CFLQY,TCAS EQUIPPED,ATC,CYOW,I
66815123,D,POE213,DH8D,I ,CYOW,32,09/05/2017 13:52,CYHZ,0,09/05/2017 13:52,CGLQV,TCAS EQUIPPED,ATC,CYOW,I
66815084,D,CFSCO,C172,V ,CYOW,22,09/05/2017 13:47,CYOW,0,09/05/2017 13:47,CFSCO,PA  030,ATC,CYOW,I
66814991,A,SKW5480,CRJ2,I ,KORD,0,09/05/2017 13:45,CYOW,32,09/05/2017 13:45,N679SA,,ATC,CYOW,I
66814981,D,POE214,DH8D,I ,CYOW,32,09/05/2017 13:41,CYTZ,0,09/05/2017 13:41,CGLQR,TCAS EQUIPPED,ATC,CYOW,I
66814885,D,CGCOH,C172,V ,CYOW,22,09/05/2017 13:34,CYOW,0,09/05/2017 13:34,CGCOH,CYRP 020,ATC,CYOW,I
66814852,D,MPE436,B733,I ,CYOW,32,09/05/2017 13:31,CYFB,0,09/05/2017 13:31,CGZCN,,ATC,CYOW,I
66814807,A,CGQNF,C150,V ,CYOW,0,09/05/2017 13:30,CYOW,22,09/05/2017 13:30,CGQNF,PA  030,ATC,CYOW,I
66814769,D,CNK735,H25B,I ,CYOW,32,09/05/2017 13:29,CYQM,0,09/05/2017 13:29,CFMIX,PHONE 14037304277 E/0253 P/4 R/E S/M J/F D/1 8 C Y A/WHT BL OR C/NORDIN KENT,ATC,CYOW,I
66814824,D,CFVZN,C172,V ,CYOW,22,09/05/2017 13:27,CYOW,0,09/05/2017 13:27,CFVZN,PA  030,ATC,CYOW,I
66814722,D,ASP503,C25A,I ,CYOW,32,09/05/2017 13:25,CYFC,0,09/05/2017 13:25,CFASW,PHONE 4037302344 NONRNP10 E/0235 P/5 R/VE J/L A/WHT BLU GLD C/JON DOUMA,ATC,CYOW,I
66814743,D,JZA16,CRJ9,I ,CYOW,32,09/05/2017 13:21,CYQR,0,09/05/2017 13:21,CFTJZ,,ATC,CYOW,I
66814703,A,CFEVJ,C150,V ,CYOW,22,09/05/2017 13:20,CYOW,22,09/05/2017 13:20,CFEVJ,Full stop,ATC,CYOW,I
66814669,D,FAB860,B734,I ,CYOW,32,09/05/2017 13:20,CYFB,0,09/05/2017 13:20,CFFNC,,ATC,CYOW,I
66814677,D,JZA659,DH8A,I ,CYOW,32,09/05/2017 13:16,CYXU,0,09/05/2017 13:16,CFGRC,,ATC,CYOW,I
66814676,A,CFTMM,C150,V ,CYOW,22,09/05/2017 13:16,CYOW,22,09/05/2017 13:16,CFTMM,Full stop,ATC,CYOW,I
66814583,A,WEN3460,DH8D,I ,CYYZ,0,09/05/2017 13:15,CYOW,32,09/05/2017 13:15,CGKWE,,ATC,CYOW,I
66814599,D,JZA632,DH8D,I ,CYOW,32,09/05/2017 13:13,CYHZ,0,09/05/2017 13:13,CGGMU,,ATC,CYOW,I
66814604,A,POE213,DH8D,I ,CYTZ,0,09/05/2017 13:12,CYOW,32,09/05/2017 13:12,CGLQV,TCAS EQUIPPED,ATC,CYOW,I
66814629,D,CFEVJ,C150,V ,CYOW,22,09/05/2017 13:11,CYOW,22,09/05/2017 13:11,CFEVJ,CCTS,ATC,CYOW,L
66814628,A,CFEVJ,C150,V ,CYOW,22,09/05/2017 13:11,CYOW,22,09/05/2017 13:11,CFEVJ,CCTS,ATC,CYOW,L
66814541,A,ACA442,A320,I ,CYYZ,0,09/05/2017 13:10,CYOW,32,09/05/2017 13:10,CFDCA,TCAS,ATC,CYOW,I
66814549,D,CFTMM,C150,V ,CYOW,22,09/05/2017 13:08,CYOW,22,09/05/2017 13:08,CFTMM,Circuits,ATC,CYOW,L
66814548,A,CFTMM,C150,V ,CYOW,22,09/05/2017 13:08,CYOW,22,09/05/2017 13:08,CFTMM,Circuits,ATC,CYOW,L
66814474,D,ACA445,E190,I ,CYOW,32,09/05/2017 13:05,CYYZ,0,09/05/2017 13:05,CFNAI,TCAS,ATC,CYOW,I
66814487,D,POE212,DH8D,I ,CYOW,32,09/05/2017 13:04,CYTZ,0,09/05/2017 13:04,CGLQG,TCAS EQUIPPED,ATC,CYOW,I
66814471,A,WEN3505,DH8D,I ,CYHZ,0,09/05/2017 13:03,CYOW,32,09/05/2017 13:03,CGENV,,ATC,CYOW,I
66814505,D,CFEVJ,C150,V ,CYOW,22,09/05/2017 13:02,CYOW,22,09/05/2017 13:02,CFEVJ,CCTS,ATC,CYOW,I
66814438,D,JZA450,CRJ2,I ,CYOW,32,09/05/2017 13:00,KDCA,0,09/05/2017 13:00,CGUJA,,ATC,CYOW,I
66814456,A,CFEVJ,C150,V ,CYOW,22,09/05/2017 12:59,CYOW,22,09/05/2017 12:59,CFEVJ,CCTS,ATC,CYOW,I
66814446,D,CFTMM,C150,V ,CYOW,22,09/05/2017 12:58,CYOW,22,09/05/2017 12:58,CFTMM,Circuits,ATC,CYOW,L
66814445,A,CFTMM,C150,V ,CYOW,22,09/05/2017 12:58,CYOW,22,09/05/2017 12:58,CFTMM,Circuits,ATC,CYOW,L
66814444,A,CGFXL,C150,V ,CYOW,0,09/05/2017 12:56,CYOW,22,09/05/2017 12:56,CGFXL,PA  030,ATC,CYOW,I
66814395,D,CFEVJ,C150,V ,CYOW,22,09/05/2017 12:52,CYOW,22,09/05/2017 12:52,CFEVJ,CCTS,ATC,CYOW,I
66814394,A,CFEVJ,C150,V ,CYOW,22,09/05/2017 12:51,CYOW,22,09/05/2017 12:51,CFEVJ,CCTS,ATC,CYOW,I
66814314,D,WEN3482,DH8D,I ,CYOW,32,09/05/2017 12:48,CYHZ,0,09/05/2017 12:48,CFIWE,,ATC,CYOW,I
66814260,A,JZA658,DH8A,I ,CYXU,0,09/05/2017 12:44,CYOW,32,09/05/2017 12:44,CFGRC,,ATC,CYOW,I
66814290,D,CFEVJ,C150,V ,CYOW,22,09/05/2017 12:42,CYOW,0,09/05/2017 12:42,CFEVJ,CCTS,ATC,CYOW,I
66814289,D,CGQNF,C150,V ,CYOW,22,09/05/2017 12:40,CYOW,0,09/05/2017 12:40,CGQNF,PA  030,ATC,CYOW,I
66814231,D,KEW101,LJ35,I ,CYOW,32,09/05/2017 12:36,KAPA,0,09/05/2017 12:36,CGYFB,,ATC,CYOW,I
66814174,D,CFKOI,AS50,V ,CYOW,60,09/05/2017 12:34,CYSB,0,09/05/2017 12:34,,PV 015 (NT) PV,ATC,CYOW,I
66814156,A,JZA631,CRJ9,I ,CYHZ,0,09/05/2017 12:33,CYOW,32,09/05/2017 12:33,CFTJZ,,ATC,CYOW,I
66814154,D,ACA343,A320,I ,CYOW,32,09/05/2017 12:30,CYVR,0,09/05/2017 12:30,CGJVT,NRP TCAS,ATC,CYOW,I
66814116,A,JZA671,DH8D,I ,CYUL,0,09/05/2017 12:28,CYOW,25,09/05/2017 12:28,CGGMU,,ATC,CYOW,I
66814087,A,POE211,DH8D,I ,CYTZ,0,09/05/2017 12:23,CYOW,32,09/05/2017 12:23,CGLQG,TCAS EQUIPPED,ATC,CYOW,I
66814036,A,FDX152,A306,I ,CYMX,0,09/05/2017 12:19,CYOW,32,09/05/2017 12:19,N677FE,ADSB TCAS EQUIPPED,ATC,CYOW,I
66813944,D,ACA443,E190,I ,CYOW,32,09/05/2017 12:08,CYYZ,0,09/05/2017 12:08,CFHNW,TCAS,ATC,CYOW,I
66813946,A,JZA451,CRJ2,I ,KDCA,0,09/05/2017 12:08,CYOW,32,09/05/2017 12:08,CGUJA,,ATC,CYOW,I
66813925,A,CGXAM,C150,V ,CYOW,22,09/05/2017 12:02,CYOW,22,09/05/2017 12:02,CGXAM,PA  030,ATC,CYOW,I
66813871,A,ACA440,E190,I ,CYYZ,0,09/05/2017 12:00,CYOW,32,09/05/2017 12:00,CFNAI,TCAS,ATC,CYOW,I
66813888,D,CFTMM,C150,V ,CYOW,22,09/05/2017 11:59,CYOW,0,09/05/2017 11:59,CFTMM,CYRP 015,ATC,CYOW,I
66813862,D,JZA525,CRJ9,I ,CYOW,32,09/05/2017 11:56,CYWG,0,09/05/2017 11:56,CFUJZ,,ATC,CYOW,I
66813860,A,WEN3510,DH8D,I ,CYYZ,0,09/05/2017 11:56,CYOW,32,09/05/2017 11:56,CFIWE,,ATC,CYOW,I
66813866,D,JZA630,DH8D,I ,CYOW,25,09/05/2017 11:56,CYHZ,0,09/05/2017 11:56,CGGMQ,,ATC,CYOW,I
66813846,D,CGFXL,C150,V ,CYOW,22,09/05/2017 11:53,CYOW,0,09/05/2017 11:53,CGFXL,PA  030,ATC,CYOW,I
66813845,D,CGXAM,C150,V ,CYOW,22,09/05/2017 11:52,CYOW,0,09/05/2017 11:52,CGXAM,PA  030,ATC,CYOW,I
66813727,D,CFGMQ,PC12,I ,CYOW,32,09/05/2017 11:39,CYQB,0,09/05/2017 11:39,,,ATC,CYOW,I
66813692,A,CJT1574,B722,I ,CYHM,0,09/05/2017 11:33,CYOW,32,09/05/2017 11:33,CGCJB,,ATC,CYOW,I
66813699,A,POE203,DH8D,I ,CYTZ,0,09/05/2017 11:30,CYOW,32,09/05/2017 11:30,CGLQR,TCAS EQUIPPED,ATC,CYOW,I
66813639,D,ACA361,E190,I ,CYOW,32,09/05/2017 11:25,CYEG,0,09/05/2017 11:25,CFLWH,TCAS,ATC,CYOW,I
66813615,D,ACA441,E190,I ,CYOW,32,09/05/2017 11:18,CYYZ,0,09/05/2017 11:18,CFHKE,TCAS,ATC,CYOW,I
66813602,A,ACA344,A320,I ,CYVR,0,09/05/2017 11:15,CYOW,32,09/05/2017 11:15,CGJVT,TCAS,ATC,CYOW,I
66813559,A,JZA797,CRJ2,I ,CYFC,0,09/05/2017 11:09,CYOW,25,09/05/2017 11:09,CFEJA,,ATC,CYOW,I
66813541,D,WJA357,B737,I ,CYOW,32,09/05/2017 11:05,CYYZ,0,09/05/2017 11:05,CFIWJ,,ATC,CYOW,I
66813493,D,POE204,DH8D,I ,CYOW,32,09/05/2017 11:00,CYTZ,0,09/05/2017 11:00,CGLQH,TCAS EQUIPPED,ATC,CYOW,I
66813502,D,WJA143,B737,I ,CYOW,32,09/05/2017 10:59,CYVR,0,09/05/2017 10:59,CFWCN,,ATC,CYOW,I
66813443,D,JZA44,CRJ2,I ,CYOW,32,09/05/2017 10:47,KBOS,0,09/05/2017 10:47,CGGJA,,ATC,CYOW,I
66813392,D,EDV3780,CRJ9,I ,CYOW,32,09/05/2017 10:41,KLGA,0,09/05/2017 10:41,N917XJ,,ATC,CYOW,I
66813366,D,ACA349,E190,I ,CYOW,32,09/05/2017 10:39,CYYC,0,09/05/2017 10:39,CFHKP,TCAS,ATC,CYOW,I
66813376,D,WJA517,B737,I ,CYOW,32,09/05/2017 10:36,CYYC,0,09/05/2017 10:36,CFWSV,,ATC,CYOW,I
66813343,D,ACA341,A320,I ,CYOW,32,09/05/2017 10:33,CYVR,0,09/05/2017 10:33,CFDST,NRP TCAS,ATC,CYOW,I
66813339,D,N77CS,H25B,I ,CYOW,32,09/05/2017 10:30,KJAX,0,09/05/2017 10:30,N77CS,ADSB PHONE 0014102662266,ATC,CYOW,I
66813336,D,SKW5341,CRJ2,I ,CYOW,32,09/05/2017 10:27,KORD,0,09/05/2017 10:27,N934SW,,ATC,CYOW,I
66813308,D,JZA970,DH8D,I ,CYOW,32,09/05/2017 10:16,CYUL,0,09/05/2017 10:16,CGUJZ,,ATC,CYOW,I
66813271,D,ACA469,A321,I ,CYOW,32,09/05/2017 10:10,CYYZ,0,09/05/2017 10:10,CGITU,TCAS,ATC,CYOW,I
66813258,D,AWI4149,CRJ2,I ,CYOW,32,09/05/2017 10:08,KPHL,0,09/05/2017 10:08,N410AW,,ATC,CYOW,I
66813257,D,EDV3916,CRJ2,I ,CYOW,32,09/05/2017 10:07,KDTW,0,09/05/2017 10:07,N8836A,,ATC,CYOW,I
66813255,D,ASQ4032,E145,I ,CYOW,32,09/05/2017 10:06,KEWR,0,09/05/2017 10:06,N26545,,ATC,CYOW,I
66813192,D,ACA471,E190,I ,CYOW,32,09/05/2017 9:31,CYYZ,0,09/05/2017 9:31,CFNAI,TCAS,ATC,CYOW,I
66813221,A,ACA362,E190,I ,CYEG,0,09/05/2017 9:21,CYOW,25,09/05/2017 9:21,CFHKE,TCAS,ATC,CYOW,I
66813144,D,FAB6314,B734,I ,CYOW,32,09/05/2017 7:42,BGSF,0,09/05/2017 7:42,CFFNM,MIBNO 62187N60W0226 6427N05620W0246,ATC,CYOW,I
66813150,A,ACA472,E190,I ,CYYZ,0,09/05/2017 7:33,CYOW,32,09/05/2017 7:33,CFHKP,TCAS,ATC,CYOW,I
66812997,A,ACA470,A321,I ,CYYZ,0,09/05/2017 6:32,CYOW,32,09/05/2017 6:32,CGITU,TCAS,ATC,CYOW,I
66812822,A,ACA342,A320,I ,CYVR,0,09/05/2017 5:20,CYOW,32,09/05/2017 5:20,CFDST,TCAS,ATC,CYOW,I
66812739,A,WJA374,B737,I ,CYYZ,0,09/05/2017 5:00,CYOW,25,09/05/2017 5:00,CFWSV,,ATC,CYOW,I
66812724,A,ACA352,E190,I ,CYYC,0,09/05/2017 4:53,CYOW,25,09/05/2017 4:53,CFHNW,TCAS,ATC,CYOW,I
66812681,D,ACA888,B763,I ,CYOW,14,09/05/2017 4:47,EGLL,0,09/05/2017 4:47,CFXCA,ADSB TCAS7.1,ATC,CYOW,I
66812534,A,WJA612,B737,I ,CYYC,0,09/05/2017 4:11,CYOW,25,09/05/2017 4:11,CFWCN,,ATC,CYOW,I
66812456,A,WJA142,B737,I ,CYVR,0,09/05/2017 3:59,CYOW,25,09/05/2017 3:59,CFIWJ,,ATC,CYOW,I
66812464,D,WEN3469,DH8D,I ,CYOW,14,09/05/2017 3:56,CYYZ,0,09/05/2017 3:56,CGWEP,,ATC,CYOW,I
66812408,A,ANT511,B735,I ,CYZF,0,09/05/2017 3:52,CYOW,25,09/05/2017 3:52,CGANH,ADSB TCAS EQUIPPED,ATC,CYOW,I
66812341,A,POE255,DH8D,I ,CYTZ,0,09/05/2017 3:39,CYOW,14,09/05/2017 3:39,CGLQH,TCAS EQUIPPED,ATC,CYOW,I
66812311,A,SKW5760,CRJ2,I ,KORD,0,09/05/2017 3:34,CYOW,25,09/05/2017 3:34,N934SW,FRC,ATC,CYOW,I
66812263,A,ACA476,B763,I ,CYYZ,0,09/05/2017 3:30,CYOW,25,09/05/2017 3:30,CFXCA,ADSB TCAS7.1,ATC,CYOW,I
66812239,A,EDV3776,CRJ9,I ,KLGA,0,09/05/2017 3:20,CYOW,25,09/05/2017 3:20,N917XJ,,ATC,CYOW,I
66812220,A,LF4,A139,V ,CPK7,0,09/05/2017 3:17,CYOW,60,09/05/2017 3:17,CGYNH,CHEO,ATC,CYOW,I
66812190,A,EDV4112,CRJ2,I ,KDTW,0,09/05/2017 3:16,CYOW,25,09/05/2017 3:16,N8836A,,ATC,CYOW,I
66812138,D,WJA369,B737,I ,CYOW,14,09/05/2017 3:14,CYYZ,0,09/05/2017 3:14,CGVWJ,ADSB,ATC,CYOW,I
66812166,D,LF4,A139,V ,CPS6,66,09/05/2017 3:11,CPK7,66,09/05/2017 3:11,CGYNH,CHEO,ATC,CYOW,I
66812118,D,WEN3471,DH8D,I ,CYOW,14,09/05/2017 3:06,CYYZ,0,09/05/2017 3:06,CGJWE,,ATC,CYOW,I
66812123,A,ASQ4459,E145,I ,KEWR,0,09/05/2017 3:06,CYOW,25,09/05/2017 3:06,N26545,,ATC,CYOW,I
66812089,A,JZA526,CRJ9,I ,CYWG,0,09/05/2017 3:03,CYOW,25,09/05/2017 3:03,CFUJZ,,ATC,CYOW,I
66812043,A,JZA857,CRJ2,I ,KEWR,0,09/05/2017 2:58,CYOW,25,09/05/2017 2:58,CGGJA,,ATC,CYOW,I
66812075,A,LF4,A139,V ,CPS6,66,09/05/2017 2:58,CPK7,66,09/05/2017 2:58,CGYNH,CHEO,ATC,CYOW,I
66812023,D,ACA475,B763,I ,CYOW,14,09/05/2017 2:52,CYYZ,0,09/05/2017 2:52,CFCAE,ADSB TCAS7.1,ATC,CYOW,I
66812027,O,LF4,A139,V ,CPS6,88,09/05/2017 2:52,CPP7,88,09/05/2017 2:52,CGYNH,MEDEVAC,ATC,CYOW,O
66811987,D,WJA258,B737,I ,CYOW,14,09/05/2017 2:47,CYYZ,0,09/05/2017 2:47,CFKWS,DVRSN,ATC,CYOW,I
66811957,D,JZA748,DH8A,I ,CYOW,14,09/05/2017 2:44,CYQB,0,09/05/2017 2:44,CFPON,,ATC,CYOW,I
66811844,A,JZA639,DH8D,I ,CYHZ,0,09/05/2017 2:30,CYOW,25,09/05/2017 2:30,CGUJZ,,ATC,CYOW,I
66811810,D,ACA268,A320,I ,CYOW,14,09/05/2017 2:27,CYYZ,0,09/05/2017 2:27,CFTJS,TCAS,ATC,CYOW,I
66811736,D,ACA465,E190,I ,CYOW,14,09/05/2017 2:24,CYYZ,0,09/05/2017 2:24,CFNAN,TCAS,ATC,CYOW,I
66811758,A,JZA12,DH8D,I ,CYUL,0,09/05/2017 2:24,CYOW,25,09/05/2017 2:24,CGGMQ,,ATC,CYOW,I
