Message_Id,Movement_Type,Acid,AC_Type,IFR_VFR,Departure Airport,Departure Runway,Departure Date UTC,Arrival Airport,Arrival Runway,Arrival Date UTC,Civil Registration,Comments,Service Type,Site Code,Class
66815167,A,EJA679,C56X,I ,KACY,A,09/05/2017 13:57,CYYZ,24R,09/05/2017 13:57,N679QS,,ATC,CYYZ,I
66815114,D,ACA107,B763,I ,CYYZ,23,09/05/2017 13:55,CYVR,0,09/05/2017 13:55,CFTCA,ADSB NRP TCAS7.1,ATC,CYYZ,I
66815140,A,SKV7651,E170,I ,KEWR,A,09/05/2017 13:55,CYYZ,24R,09/05/2017 13:55,CFRQM,TCAS SKV CALLSIGN MAPLE,ATC,CYYZ,I
66815116,D,WJA2580,B738,I ,CYYZ,23,09/05/2017 13:54,MMUN,0,09/05/2017 13:54,CFLBV,ADSB,ATC,CYYZ,I
66815120,A,ACA1120,E190,I ,CYXE,A,09/05/2017 13:53,CYYZ,24R,09/05/2017 13:53,CFNAN,TCAS,ATC,CYYZ,I
66815097,D,HRT510,C560,I ,CYYZ,23,09/05/2017 13:52,CYUL,0,09/05/2017 13:52,CGKZM,CALLSIGN CHARTRIGHT E/0251 P/TBN A/WHT BLK RED C/TBN,ATC,CYYZ,I
66815034,D,ROU1693,A321,I ,CYYZ,23,09/05/2017 13:50,CYLW,0,09/05/2017 13:50,CFJQD,TCAS OPERATED ON BEHALF OF ACA,ATC,CYYZ,I
66815049,A,ACA445,E190,I ,CYOW,A,09/05/2017 13:49,CYYZ,24R,09/05/2017 13:49,CFNAI,TCAS,ATC,CYYZ,I
66815051,D,WJA1204,B738,I ,CYYZ,23,09/05/2017 13:49,KLGA,0,09/05/2017 13:49,CGWSR,,ATC,CYYZ,I
66815062,A,WJA1119,B738,I ,KLAS,A,09/05/2017 13:46,CYYZ,24R,09/05/2017 13:46,CFBWI,ADSB,ATC,CYYZ,I
66815063,D,JZA643,DH8D,I ,CYYZ,23,09/05/2017 13:46,CYXU,0,09/05/2017 13:46,CGGFP,,ATC,CYYZ,I
66814992,D,EDV3699,CRJ2,I ,CYYZ,23,09/05/2017 13:45,KCVG,0,09/05/2017 13:45,N832AY,,ATC,CYYZ,I
66814994,A,N137BG,C525,I ,KVJI,A,09/05/2017 13:45,CYYZ,24R,09/05/2017 13:45,N137BG,FLTPLAN 2032628900,ATC,CYYZ,I
66814976,D,WJA515,B737,I ,CYYZ,23,09/05/2017 13:43,CYLW,0,09/05/2017 13:43,CGWSP,ADSB,ATC,CYYZ,I
66814956,A,CGDBJ,PC12,I ,CYUL,A,09/05/2017 13:43,CYYZ,24R,09/05/2017 13:43,CGDBJ,PHONE 0014102662266 E/0241 P/6 A/WHT C/JAMES LYNCH,ATC,CYYZ,I
66814965,D,ROU1622,A319,I ,CYYZ,23,09/05/2017 13:42,KFLL,0,09/05/2017 13:42,CFYJG,TCAS 7.1 OPERATED ON BEHALF OF ACA,ATC,CYYZ,I
66814969,D,GGN7346,CRJ1,I ,CYYZ,23,09/05/2017 13:41,KCLT,0,09/05/2017 13:41,CGKFR,,ATC,CYYZ,I
66814902,A,EDV4067,CRJ9,I ,KJFK,A,09/05/2017 13:40,CYYZ,24R,09/05/2017 13:40,N329PQ,,ATC,CYYZ,I
66814892,D,GGN7284,B190,I ,CYYZ,23,09/05/2017 13:38,KSYR,0,09/05/2017 13:38,CGAAU,,ATC,CYYZ,I
66814899,D,ACA1037,E190,I ,CYYZ,23,09/05/2017 13:35,KDEN,0,09/05/2017 13:35,CFHOS,NRP TCAS,ATC,CYYZ,I
66814848,D,WJA655,B738,I ,CYYZ,23,09/05/2017 13:34,CYYC,0,09/05/2017 13:34,CFPLS,ADSB,ATC,CYYZ,I
66814868,A,ACA190,A320,I ,CYYJ,A,09/05/2017 13:33,CYYZ,24R,09/05/2017 13:33,CFDSU,NRP TCAS,ATC,CYYZ,I
66814842,D,WJA2766,B738,I ,CYYZ,23,09/05/2017 13:32,MDPC,0,09/05/2017 13:32,CGWSZ,ADSB,ATC,CYYZ,I
66814791,D,WEN3474,DH8D,I ,CYYZ,23,09/05/2017 13:30,CYUL,0,09/05/2017 13:30,CGWEQ,,ATC,CYYZ,I
66814810,A,WJA1203,B737,I ,KLGA,A,09/05/2017 13:29,CYYZ,24R,09/05/2017 13:29,CFTWJ,,ATC,CYYZ,I
66814788,D,AMX693,B738,I ,CYYZ,23,09/05/2017 13:29,MMMX,0,09/05/2017 13:29,XAAMB,,ATC,CYYZ,I
66814784,D,JCL1,LJ45,I ,CYYZ,23,09/05/2017 13:28,CYYR,0,09/05/2017 13:28,DCSOS,JETCALL CALLSIGN JETCALL 1,ATC,CYYZ,I
66814812,A,DAL2259,B712,I ,KATL,A,09/05/2017 13:27,CYYZ,23,09/05/2017 13:27,N967AT,NRP WXRTE,ATC,CYYZ,I
66814790,D,WEN3462,DH8D,I ,CYYZ,24R,09/05/2017 13:27,CYOW,0,09/05/2017 13:27,CGWEJ,LAST,ATC,CYYZ,I
66814795,D,JZA906,DH8D,I ,CYYZ,24R,09/05/2017 13:26,CYQB,0,09/05/2017 13:26,CGJZK,,ATC,CYYZ,I
66814728,D,ACA868,B789,I ,CYYZ,24R,09/05/2017 13:24,EGLL,0,09/05/2017 13:24,CFNOE,ADSB TCAS 7.1,ATC,CYYZ,I
66814737,A,ASH6271,CRJ7,I ,KIAD,A,09/05/2017 13:23,CYYZ,24R,09/05/2017 13:23,N522LR,,ATC,CYYZ,I
66814721,D,N440CX,H25B,I ,CYYZ,24R,09/05/2017 13:21,KHPN,0,09/05/2017 13:21,N440CX,PHONE 4163056004,ATC,CYYZ,I
66814729,D,SKV7731,E170,I ,CYYZ,23,09/05/2017 13:20,KMSP,0,09/05/2017 13:20,CFRQK,TCAS SKV CALLSIGN MAPLE,ATC,CYYZ,I
66814649,D,ACA404,A320,I ,CYYZ,24R,09/05/2017 13:20,CYUL,0,09/05/2017 13:20,CFKPT,TCAS,ATC,CYYZ,I
66814645,A,UAL476,B739,I ,KORD,A,09/05/2017 13:20,CYYZ,24R,09/05/2017 13:20,N53442,ADSB,ATC,CYYZ,I
66814651,D,ROU1980,A319,I ,CYYZ,23,09/05/2017 13:19,MMMX,0,09/05/2017 13:19,CGSJB,TCAS OPERATED ON BEHALF OF ACA,ATC,CYYZ,I
66814637,A,KAL073,B789,I ,RKSI,A,09/05/2017 13:18,CYYZ,23,09/05/2017 13:18,HL8082,ADSB TCAS EQUIPPED,ATC,CYYZ,I
66814643,D,GGN7282,B190,I ,CYYZ,24R,09/05/2017 13:17,KROC,0,09/05/2017 13:17,CGAAS,,ATC,CYYZ,I
66814657,D,SKV7626,E170,I ,CYYZ,24R,09/05/2017 13:16,CYQY,0,09/05/2017 13:16,CFEIX,TCAS SKV CALLSIGN MAPLE,ATC,CYYZ,I
66814674,A,ACA609,E190,I ,CYHZ,A,09/05/2017 13:15,CYYZ,23,09/05/2017 13:15,CFHNL,TCAS,ATC,CYYZ,I
66814603,D,WJA256,B737,I ,CYYZ,24R,09/05/2017 13:15,CYHZ,0,09/05/2017 13:15,CGWBN,,ATC,CYYZ,I
66814622,A,SKV7732,E170,I ,KMSP,A,09/05/2017 13:15,CYYZ,24R,09/05/2017 13:15,CFEKI,TCAS SKV CALLSIGN MAPLE,ATC,CYYZ,I
66814601,A,JZA532,DH8D,I ,CYQT,A,09/05/2017 13:14,CYYZ,23,09/05/2017 13:14,CFSRZ,,ATC,CYYZ,I
66814621,A,ACA403,A320,I ,CYUL,A,09/05/2017 13:11,CYYZ,24R,09/05/2017 13:11,CFPWE,TCAS,ATC,CYYZ,I
66814529,D,GGN7361,CRJ2,I ,CYYZ,23,09/05/2017 13:10,KDTW,0,09/05/2017 13:10,CGKEZ,,ATC,CYYZ,I
66814542,D,WJA431,B737,I ,CYYZ,23,09/05/2017 13:09,CYEG,0,09/05/2017 13:09,CFIWJ,,ATC,CYYZ,I
66814555,A,ROU1861,A321,I ,KMCO,A,09/05/2017 13:09,CYYZ,24R,09/05/2017 13:09,CFJOU,TCAS OPERATED ON BEHALF OF ACA,ATC,CYYZ,I
66814535,D,WEN3415,DH8D,I ,CYYZ,23,09/05/2017 13:08,CYQT,0,09/05/2017 13:08,CFENJ,,ATC,CYYZ,I
66814530,D,CGMTI,C525,I ,CYYZ,23,09/05/2017 13:06,CYZE,0,09/05/2017 13:06,,,ATC,CYYZ,I
66814477,D,GGN7264,CRJ2,I ,CYYZ,24R,09/05/2017 13:04,KPIT,0,09/05/2017 13:04,CGKEM,,ATC,CYYZ,I
66814476,D,JZA865,DH8D,I ,CYYZ,23,09/05/2017 13:04,CYQG,0,09/05/2017 13:04,CFSRJ,,ATC,CYYZ,I
66814483,D,JZA675,DH8A,I ,CYYZ,23,09/05/2017 13:03,CYYB,0,09/05/2017 13:03,CGONR,,ATC,CYYZ,I
66814469,A,JZA674,DH8A,I ,CYYB,A,09/05/2017 13:03,CYYZ,23,09/05/2017 13:03,CFGRM,,ATC,CYYZ,I
66814472,D,SWG436,B738,I ,CYYZ,24R,09/05/2017 13:02,MDPC,0,09/05/2017 13:02,CFYJD,,ATC,CYYZ,I
66814461,A,EJM7,GLF4,I ,KTEB,A,09/05/2017 13:02,CYYZ,24R,09/05/2017 13:02,N667LC,ADSB CALLSIGN JETSPEED SEVEN,ATC,CYYZ,I
66814470,D,GGN7323,CRJ2,I ,CYYZ,23,09/05/2017 13:01,KCVG,0,09/05/2017 13:01,CGOJA,,ATC,CYYZ,I
66814410,A,GGN7295,B190,I ,KBDL,A,09/05/2017 13:00,CYYZ,24R,09/05/2017 13:00,CGAAU,,ATC,CYYZ,I
66814416,D,ACA103,B77W,I ,CYYZ,23,09/05/2017 12:59,CYVR,0,09/05/2017 12:59,CFIVX,ADSB TCAS 7.1,ATC,CYYZ,I
66814421,A,ASQ4199,E145,I ,KEWR,A,09/05/2017 12:59,CYYZ,24R,09/05/2017 12:59,N11547,,ATC,CYYZ,I
66814420,D,SKV7663,E170,I ,CYYZ,23,09/05/2017 12:58,KDFW,0,09/05/2017 12:58,CFEJP,TCAS SKV CALLSIGN MAPLE,ATC,CYYZ,I
66814434,D,JZA603,DH8A,I ,CYYZ,23,09/05/2017 12:57,CYSB,0,09/05/2017 12:57,CGJIG,,ATC,CYYZ,I
66814428,D,JZA946,DH8D,I ,CYYZ,24R,09/05/2017 12:57,CYSJ,0,09/05/2017 12:57,CGGND,,ATC,CYYZ,I
66814433,A,ACA443,E190,I ,CYOW,A,09/05/2017 12:56,CYYZ,24R,09/05/2017 12:56,CFHNW,TCAS,ATC,CYYZ,I
66814415,D,SKV7709,E170,I ,CYYZ,23,09/05/2017 12:56,KIAH,0,09/05/2017 12:56,CFRQP,TCAS SKV CALLSIGN MAPLE,ATC,CYYZ,I
66814366,A,JZA643,DH8D,I ,CYYZ,A,09/05/2017 12:55,CYYZ,24R,09/05/2017 12:55,CGGFP,OVERSHOOT,ATC,CYYZ,I
66814363,D,ACA163,B763,I ,CYYZ,23,09/05/2017 12:54,CYEG,0,09/05/2017 12:54,CFPCA,ADSB NRP TCAS 7.1,ATC,CYYZ,I
66814364,D,GGN7337,CRJ2,I ,CYYZ,23,09/05/2017 12:53,KCMH,0,09/05/2017 12:53,CGKGC,,ATC,CYYZ,I
66814356,A,ETD141,B77W,I ,OMAA,A,09/05/2017 12:53,CYYZ,23,09/05/2017 12:53,A6ETH,ADSB,ATC,CYYZ,I
66814371,D,GGN7403,CRJ2,I ,CYYZ,24R,09/05/2017 12:52,KCLE,0,09/05/2017 12:52,CFWJF,,ATC,CYYZ,I
66814376,D,JZA934,DH8D,I ,CYYZ,24R,09/05/2017 12:52,CYQM,0,09/05/2017 12:52,CFSRY,,ATC,CYYZ,I
66814362,D,ACA791,B789,I ,CYYZ,23,09/05/2017 12:51,KLAX,0,09/05/2017 12:51,CFGEO,ADSB NRP TCAS 7.1,ATC,CYYZ,I
66814302,D,ROU1887,A321,I ,CYYZ,23,09/05/2017 12:50,KSAN,0,09/05/2017 12:50,CFJQH,NRP TCAS OPERATED ON BEHALF OF ACA,ATC,CYYZ,I
66814323,A,ACA256,E190,I ,CYWG,A,09/05/2017 12:50,CYYZ,23,09/05/2017 12:50,CFHJU,TCAS,ATC,CYYZ,I
66814301,D,ROU1640,A319,I ,CYYZ,24R,09/05/2017 12:50,KMIA,0,09/05/2017 12:50,CFYJE,TCAS 7.1 OPERATED ON BEHALF OF ACA,ATC,CYYZ,I
66814300,D,ACA259,A321,I ,CYYZ,23,09/05/2017 12:48,CYWG,0,09/05/2017 12:48,CGIUB,TCAS,ATC,CYYZ,I
66814296,A,HRT510,C560,I ,KACK,A,09/05/2017 12:47,CYYZ,23,09/05/2017 12:47,CGKZM,CALLSIGN CHARTRIGHT,ATC,CYYZ,I
66814327,A,CFNGA,P180,I ,CYHU,A,09/05/2017 12:46,CYYZ,24R,09/05/2017 12:46,CFNGA,,ATC,CYYZ,I
66814253,D,ROU1681,B763,I ,CYYZ,23,09/05/2017 12:45,CYYJ,0,09/05/2017 12:45,CFMLV,ADSB TCAS 7.1 OPERATED ON BEHALF OF ACA,ATC,CYYZ,I
66814264,A,BFF103,FA10,I ,CYXU,A,09/05/2017 12:45,CYYZ,23,09/05/2017 12:45,CFSXX,MEDEV AC,ATC,CYYZ,I
66814251,D,ACA518,E190,I ,CYYZ,24R,09/05/2017 12:44,KBOS,0,09/05/2017 12:44,CFMYV,TCAS,ATC,CYYZ,I
66814257,D,GGN7350,CRJ1,I ,CYYZ,24R,09/05/2017 12:43,KBWI,0,09/05/2017 12:43,CFWJI,,ATC,CYYZ,I
66814252,D,ACA737,B789,I ,CYYZ,23,09/05/2017 12:43,KSFO,0,09/05/2017 12:43,CFGDT,ADSB NRP TCAS 7.1,ATC,CYYZ,I
66814278,A,WJA579,B736,I ,CYUL,A,09/05/2017 12:43,CYYZ,23,09/05/2017 12:43,CGXWJ,,ATC,CYYZ,I
66814259,D,SWG271,B738,I ,CYYZ,24R,09/05/2017 12:42,MMUN,0,09/05/2017 12:42,CGOFW,,ATC,CYYZ,I
66814266,D,ACA690,E190,I ,CYYZ,24R,09/05/2017 12:41,CYYT,0,09/05/2017 12:41,CFNAP,TCAS,ATC,CYYZ,I
66814279,A,ACA703,A319,I ,KLGA,A,09/05/2017 12:41,CYYZ,24R,09/05/2017 12:41,CGITP,ADSB TCAS 7.1,ATC,CYYZ,I
66814263,D,WEN3570,DH8D,I ,CYYZ,23,09/05/2017 12:40,CYSB,0,09/05/2017 12:40,CFENO,,ATC,CYYZ,I
66814220,D,GJS4526,CRJ7,I ,CYYZ,23,09/05/2017 12:40,KDEN,0,09/05/2017 12:40,N151GJ,TCAS,ATC,CYYZ,I
66814213,D,GGN7327,CRJ2,I ,CYYZ,23,09/05/2017 12:39,KMKE,0,09/05/2017 12:39,CFWRS,,ATC,CYYZ,I
66814222,D,SKV7532,E170,I ,CYYZ,24R,09/05/2017 12:39,KPHL,0,09/05/2017 12:39,CFRQN,TCAS SKV CALLSIGN MAPLE,ATC,CYYZ,I
66814227,A,GJS6201,CRJ9,I ,KDTW,A,09/05/2017 12:39,CYYZ,24R,09/05/2017 12:39,N186GJ,TCAS,ATC,CYYZ,I
66814212,D,GGN7309,CRJ2,I ,CYYZ,23,09/05/2017 12:38,KIND,0,09/05/2017 12:38,CGTJA,,ATC,CYYZ,I
66814223,A,CGMTI,C525,I ,CYZE,A,09/05/2017 12:38,CYYZ,23,09/05/2017 12:38,,,ATC,CYYZ,I
66814210,D,GGN7274,B190,I ,CYYZ,24R,09/05/2017 12:37,KMDT,0,09/05/2017 12:37,CGHGA,,ATC,CYYZ,I
66814159,D,ACA702,A320,I ,CYYZ,24R,09/05/2017 12:34,KLGA,0,09/05/2017 12:34,CFFWI,TCAS,ATC,CYYZ,I
66814151,D,ACA543,A320,I ,CYYZ,23,09/05/2017 12:34,KSEA,0,09/05/2017 12:34,CFDRH,NRP TCAS,ATC,CYYZ,I
66814173,D,JZA283,DH8A,I ,CYYZ,23,09/05/2017 12:33,CYTS,0,09/05/2017 12:33,CGONX,,ATC,CYYZ,I
66814160,D,WEN3460,DH8D,I ,CYYZ,24R,09/05/2017 12:33,CYOW,0,09/05/2017 12:33,CGKWE,,ATC,CYYZ,I
66814167,D,ACA1113,E190,I ,CYYZ,23,09/05/2017 12:32,CYQR,0,09/05/2017 12:32,CFLWE,TCAS,ATC,CYYZ,I
66814155,D,ACA442,A320,I ,CYYZ,24R,09/05/2017 12:32,CYOW,0,09/05/2017 12:32,CFDCA,TCAS,ATC,CYYZ,I
66814149,D,MAL8056,C208,I ,CYYZ,23,09/05/2017 12:31,CYSB,0,09/05/2017 12:31,CFEXB,,ATC,CYYZ,I
66814175,A,WJA547,B737,I ,CYYT,A,09/05/2017 12:31,CYYZ,23,09/05/2017 12:31,CGVWJ,ADSB,ATC,CYYZ,I
66814169,D,JZA930,DH8D,I ,CYYZ,24R,09/05/2017 12:31,CYFC,0,09/05/2017 12:31,CGYJZ,,ATC,CYYZ,I
66814111,D,SKV7646,E170,I ,CYYZ,24R,09/05/2017 12:30,KEWR,0,09/05/2017 12:30,CFEJC,TCAS SKV CALLSIGN MAPLE,ATC,CYYZ,I
66814137,A,ACA500,E190,I ,KORD,A,09/05/2017 12:30,CYYZ,24R,09/05/2017 12:30,CFMZW,TCAS,ATC,CYYZ,I
66814107,D,ROU1714,A319,I ,CYYZ,24R,09/05/2017 12:29,TBPB,0,09/05/2017 12:29,CGBHR,TCAS OPERATED ON BEHALF OF ACA,ATC,CYYZ,I
66814130,A,NDL654,PC12,I ,CYHU,A,09/05/2017 12:28,CYYZ,24R,09/05/2017 12:28,CFGFL,,ATC,CYYZ,I
66814146,O,MEDIA1,ZZZZ,V ,ZZZZ,88B,09/05/2017 12:28,ZZZZ,88B,09/05/2017 12:28,,,ATC,CYYZ,O
66814120,D,JZA321,DH8D,I ,CYYZ,23,09/05/2017 12:28,CYAM,0,09/05/2017 12:28,CGGNY,,ATC,CYYZ,I
66814109,D,ACA377,A319,I ,CYYZ,23,09/05/2017 12:26,CYMM,0,09/05/2017 12:26,CGBIP,TCAS,ATC,CYYZ,I
66814108,D,SKV7540,E170,I ,CYYZ,24R,09/05/2017 12:26,KATL,0,09/05/2017 12:26,CFEKS,TCAS SKV CALLSIGN MAPLE,ATC,CYYZ,I
66814128,A,JZA614,DH8D,I ,CYSB,A,09/05/2017 12:26,CYYZ,23,09/05/2017 12:26,CGJZH,,ATC,CYYZ,I
66814115,D,WEN3404,DH8D,I ,CYYZ,24R,09/05/2017 12:25,CYFC,0,09/05/2017 12:25,CGENM,,ATC,CYYZ,I
66814069,D,ROU1860,A319,I ,CYYZ,24R,09/05/2017 12:25,KMCO,0,09/05/2017 12:25,CGBIJ,TCAS OPERATED ON BEHALF OF ACA,ATC,CYYZ,I
66814078,D,JZA910,DH8D,I ,CYYZ,24R,09/05/2017 12:24,CYQB,0,09/05/2017 12:24,CGGNW,,ATC,CYYZ,I
66814074,D,GGN7370,CRJ2,I ,CYYZ,24R,09/05/2017 12:23,KIAD,0,09/05/2017 12:23,CGZJA,,ATC,CYYZ,I
66814065,A,GGN7277,B190,I ,KMDT,A,09/05/2017 12:23,CYYZ,24R,09/05/2017 12:23,CGAAS,,ATC,CYYZ,I
66814066,D,MAL8095,C208,I ,CYYZ,23,09/05/2017 12:23,CYYB,0,09/05/2017 12:23,CFEXN,,ATC,CYYZ,I
66814067,D,MAL8084,C208,I ,CYYZ,23,09/05/2017 12:23,CYAM,0,09/05/2017 12:23,CFEXO,NO OVER WATER CNT/FLIGHT FOLLOWING 780 453 3022,ATC,CYYZ,I
66814086,D,WJA580,B736,I ,CYYZ,24R,09/05/2017 12:21,CYUL,0,09/05/2017 12:21,CGPWS,,ATC,CYYZ,I
66814015,D,GGN7241,B190,I ,CYYZ,23,09/05/2017 12:20,CYZR,0,09/05/2017 12:20,CGORA,,ATC,CYYZ,I
66814023,D,ACA604,A321,I ,CYYZ,24R,09/05/2017 12:20,CYHZ,0,09/05/2017 12:20,CGITU,TCAS,ATC,CYYZ,I
66814039,A,ACA691,A320,I ,CYYT,A,09/05/2017 12:19,CYYZ,24R,09/05/2017 12:19,CFTJS,TCAS,ATC,CYYZ,I
66814031,D,WJA683,B738,I ,CYYZ,23,09/05/2017 12:19,CYYC,0,09/05/2017 12:19,CFDMB,ADSB,ATC,CYYZ,I
66814034,A,EDV3706,CRJ2,I ,KCVG,A,09/05/2017 12:19,CYYZ,23,09/05/2017 12:19,N832AY,,ATC,CYYZ,I
66814029,D,PWC328,J328,I ,CYYZ,24R,09/05/2017 12:18,CYUL,0,09/05/2017 12:18,PWC328,PWC=PRATT,ATC,CYYZ,I
66814053,A,SKV7543,E170,I ,KATL,A,09/05/2017 12:17,CYYZ,24R,09/05/2017 12:17,CFXJC,TCAS SKV CALLSIGN MAPLE,ATC,CYYZ,I
66814035,D,JZA531,DH8D,I ,CYYZ,23,09/05/2017 12:16,CYQT,0,09/05/2017 12:16,CGIJZ,,ATC,CYYZ,I
66814019,A,JZA913,DH8D,I ,CYQB,A,09/05/2017 12:16,CYYZ,23,09/05/2017 12:16,CGJZK,,ATC,CYYZ,I
66814021,D,ACA402,A320,I ,CYYZ,24R,09/05/2017 12:16,CYUL,0,09/05/2017 12:16,CFTJO,TCAS,ATC,CYYZ,I
